claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-478,protecting restoring forests would reduce 18% emissions 2030,"['evidence-890810', 'evidence-328157', 'evidence-347403', 'evidence-594952', 'evidence-609211']",10% per annum zero emissions reached around 2030 targets year 2030 reduce ghg emission 40% level 1990 un estimate deforestation forest degradation make 17% global carbon emissions makes second polluting sector following energy industry japan needs reduce 26% green house gas emission 2013 2030 accomplish paris agreement trying reduce 2% forestry report mentioned would require global net human-caused emissions carbon dioxide co2 fall 45% 2010 levels 2030 reaching net zero around 2050 “rapid far-reaching” transitions land energy industry buildings transport cities,NOT_ENOUGH_INFO
claim-988,unlikely scenarios sudden becoming probable thought ’ says sweet ”,"['evidence-305696', 'evidence-444836', 'evidence-108865', 'evidence-44133', 'evidence-459314']",recent decades specialists continued support interpretation peter schrijver said large extent linguistics responsible thinking terms drastic scenarios demographic change late roman britain many feasible scenarios constructed account evidence therefore scenarios justified evidence created account historical evidence universally accepted reverse possibility small group broke wandered india western asia readily dismissed improbably long migration without least bit evidence contrary reasons believe altogether question,NOT_ENOUGH_INFO
claim-266,ipcc longer includes ‘hockey stick’ chart reports,"['evidence-380933', 'evidence-281372', 'evidence-327755', 'evidence-794055', 'evidence-1085447']",besides sixth assessment report completed 2022 ipcc released special report global warming 1 5 °c october 2018 released update 2006 guidelines national greenhouse gas inventories—the 2019 refinement—in may 2019 delivered two special reports 2019 special report climate change land srccl published online 7 august special report ocean cryosphere changing climate srocc released 25 september 2019 paragraph 2007 working group ii report impacts adaptation vulnerability chapter 10 included projection himalayan glaciers could disappear 2035 glaciers himalaya receding faster part world see table 10 9 present rate continues likelihood disappearing year 2035 perhaps sooner high earth keeps warming current rate third assessment report tar prominently featured graph labeled millennial northern hemisphere temperature reconstruction based 1999 paper michael e mann raymond bradley malcolm k hughes mbh99 referred hockey stick graph contrarian john lawrence daly featured modified version ipcc 1990 schematic mis-identified appearing ipcc 1995 report argued overturning previous view 1995 report ipcc presented hockey stick new orthodoxy hardly apology explanation abrupt u-turn since 1995 report ipcc published five comprehensive assessment reports reviewing latest climate science well number special reports particular topics,NOT_ENOUGH_INFO
claim-2282,isolated cases growing glaciers overwhelming trend glaciers worldwide retreat,"['evidence-797867', 'evidence-152443', 'evidence-272489', 'evidence-947076']",following little ice age end around 1850 glaciers around earth retreated substantially slight cooling led advance many alpine glaciers 1950 1985 since 1985 glacier retreat mass loss become larger increasingly ubiquitous recent years scientists monitored notable increase rate glacier retreat across region result climate change glaciers currently retreating significant rates throughout southern hemisphere,SUPPORTS
claim-2895,latest measurements involve use satellite gravimetry estimating mass terrain beneath detecting slight changes gravity satellite passes overhead,"['evidence-8627', 'evidence-81511']",twin grace satellites circle globe 15 times day sense minute variations earth gravitational pull first uses measure changes gravity varying densities distribution masses inside earth temporal tidal variations shape distribution mass oceans atmosphere earth,SUPPORTS
claim-349,evidence increase floods globally,"['evidence-323541', 'evidence-636631']",increase temperatures worldwide due climate change increase flooding unavoidable widespread coastal flooding expected several degrees warming sustained millennia,REFUTES
claim-2101,clouds provide negative feedback,"['evidence-207443', 'evidence-1029618', 'evidence-208863']",albedo increased cloudiness cools climate resulting negative feedback reflection infrared radiation clouds warms climate resulting positive feedback broadly speaking clouds especially low clouds increase warmer climate resultant cooling effect leads negative feedback climate response increased greenhouse gases low clouds decrease high clouds increase feedback positive,DISPUTED
claim-897,report […] found united states one pollution-free nations world ”,['evidence-783786'],since 2007 total greenhouse gas emissions united states second highest country exceeded china,REFUTES
claim-3063,another global warming myth comes crashing,"['evidence-780841', 'evidence-53215', 'evidence-240527', 'evidence-1068590', 'evidence-588917']",henderson asserts decline number pirates years cause global warming conspiracy behind anthropogenic global warming myth aka agw aka manbearpig suddenly brutally quite deliciously exposed contretemps climate bully wonders whether science degree delingpole engaged climate change denialism 2009 wrote conspiracy behind anthropogenic global warming myth standard global warming theory predicts stratosphere cool climate change myths realities,NOT_ENOUGH_INFO
claim-386,renew­ables wind turbines environmentally disastrous pollute huge land area slice dice birds bats kill insects bird food create health problems humans live within kilometres leave toxins around turbine site despoil landscape,['evidence-555861'],fossil-fueled power plants wind turbines generally require make weather dependent intermittency kill almost 20 times many birds per gigawatt hour gwh electricity according sovacool,REFUTES
claim-2691,myriad radiative forcings affect planet energy imbalance,"['evidence-1190716', 'evidence-2462', 'evidence-814421', 'evidence-968110', 'evidence-1106814']",radiative forcing measure various factors alter energy balance earth atmosphere climate forcings changes cause temperatures rise fall disrupting energy balance radiative forcing climate forcing difference insolation sunlight absorbed earth energy radiated back space changes earth radiative equilibrium cause temperatures rise fall decadal periods called climate forcings radiation balance altered factors intensity solar energy reflectivity clouds gases absorption various greenhouse gases surfaces heat emission various materials,SUPPORTS
claim-530,south australia winning unreliable grid world outside africa expensive electricity,['evidence-67732'],[citation needed] south australia highest retail price electricity country,SUPPORTS
claim-2979,water vapor helps trap heat far strongest major greenhouse gases contributing 36–72 percent greenhouse effect,"['evidence-909112', 'evidence-706949']",1859 onwards showed effect due small proportion atmosphere main gases effect largely due water vapour though small percentages hydrocarbons carbon dioxide significant effect water vapor potent greenhouse gas owing presence hydroxyl bond strongly absorbs infra-red region light spectrum,SUPPORTS
claim-665,many scientists surprised researchers subsequently found ringed bearded seals primary prey polar bears north bering strait especially thrived longer open-water season particularly conducive fishing,"['evidence-1105120', 'evidence-143437', 'evidence-133419', 'evidence-726838', 'evidence-578925']",natural predators bearded seal include polar bears rely seals major food source polar bear carnivorous species bear diet primarily consists ringed pusa hispida bearded erignathus barbatus seals polar bear carnivorous member bear family throughout range diet primarily consists ringed pusa hispida bearded seals erignathus barbatus polar bear tends frequent areas sea ice meets water polynyas leads temporary stretches open water arctic ice hunt seals make diet ringed seals one primary prey polar bears killer whales long component diet indigenous people arctic,NOT_ENOUGH_INFO
claim-199,past warming never threat life earth,"['evidence-255653', 'evidence-817833']",global warming major threat global biodiversity given potential threat marine ecosystems ensuing impact human society economy especially acts conjunction anthropogenic global warming urgent need immediate action,REFUTES
claim-490,ipcc report warning last week world “nowhere near track” meet paris commitments,"['evidence-225934', 'evidence-432573', 'evidence-1046773']",although parties unfccc agreed deep cuts emissions required global warming limited well 2 °c 3 6 °f paris agreement 2016 earth average surface temperature already increased half threshold current pledges countries cut emissions inadequate limit future warming world track 3 °c warming current global climate pledges warns un australia track reach 2030 paris target potential,SUPPORTS
claim-2400,suddenly label co2 pollutant disservice gas played enormous role development sustainability life wonderful earth,"['evidence-409365', 'evidence-127519', 'evidence-852573', 'evidence-1022738']",stated article 2 convention requires greenhouse gas ghg concentrations stabilized atmosphere level ecosystems adapt naturally climate change food production threatened economic development proceed sustainable fashion emissions trading also known cap trade market-based approach controlling pollution providing economic incentives achieving reductions emissions pollutants hand extensive historical analysis technological efficiency improvements conclusively shown improvements efficiency use energy materials almost always outpaced economic growth large part rebound effect conservation jevons paradox resulting net increase resource use associated pollution book commission described four key elements sustainability respect energy ability increase supply energy meet growing human needs energy efficiency conservation public health safety protection biosphere prevention localized forms pollution,REFUTES
claim-204,natural orbitally driven warming atmospheric carbon dioxide content increases 800 years later,"['evidence-368192', 'evidence-261690', 'evidence-203533', 'evidence-803887', 'evidence-890534']",increases atmospheric concentrations co 2 long-lived greenhouse gases methane nitrous oxide ozone correspondingly strengthened absorption emission infrared radiation causing rise average global temperature since mid-20th century earth increasing surface temperature accelerate inorganic carbon cycle reducing co 2 concentration levels lethally low plants 10 ppm c4 photosynthesis approximately 100–900 million years along decrease atmospheric carbon dioxide reducing global temperature orbital factors ice creation seen 100 000-year 400 000-year fluctuations benthic oxygen isotope records current warming period expected last another 50 000 years due minimum eccentricity earth orbit associated period massive carbon release atmosphere estimated lasted 20 000 50 000 years,NOT_ENOUGH_INFO
claim-1426,many world’s coral reefs already barren state constant decline,"['evidence-1124018', 'evidence-995813', 'evidence-1161994', 'evidence-288294', 'evidence-946262']",tropical waters contain nutrients yet coral reef flourish like oasis desert example midway atoll hawaii supports nearly three million seabirds including two-thirds 1 5 million global population laysan albatross one-third global population black-footed albatross approximately 10% world coral reefs dead aquaculture showing promise potentially effective tool restoring coral reefs declining around world rapidly result transitions barren landscapes relatively species persist,NOT_ENOUGH_INFO
claim-698,recent study led lawrence livermore national laboratory climate scientist ben santer found models ran hot ‘overestimation’ ‘partly due systematic deficiencies post-2000 external forcings used model simulations ’,['evidence-660755'],2007 study david douglass coworkers concluded 22 commonly used global climate models used ipcc unable accurately predict accelerated warming troposphere although match actual surface warming concluding projections future climate based models viewed much caution,REFUTES
claim-1021,corals may save many creatures attempting moving toward poles earth warms establishing new reefs cooler water ”,"['evidence-242575', 'evidence-1175280']",poleward migration coral species refers phenomenon brought rising sea temperatures wherein corals colonising cooler climates attempt circumvent coral bleaching rising sea levels ocean acidification one way however corals might escape ocean warming migrate cooler waters,SUPPORTS
