claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-2118,humans insignificant affect global climate,"['evidence-355267', 'evidence-1103579', 'evidence-654610']",accumulation heat-trapping greenhouse gases mainly emitted people burning fossil fuels causing global warming real world consumption fossil fuel resources leads global warming climate change currently land development combustion fossil fuels pollution humans thought main contributor global climate change,REFUTES
claim-123,warming nearly great climate change computer models predicted,['evidence-386828'],major aspect climate change demonstrated direct temperature measurements measurements various effects warming,REFUTES
claim-10,human additions co2 margin error current measurements gradual increase co2 mainly oceans degassing planet slowly emerges last ice age,['evidence-296879'],recently anthropogenic activities steadily increased carbon dioxide content atmosphere 30–40% added co2 absorbed oceans forming carbonic acid lowering ph 8 1 process called ocean acidification,REFUTES
claim-322,first adjustment changed temperature ocean surface calculated replacing satellite data drifting buoys temperatures ships’ water intake,"['evidence-831791', 'evidence-560793', 'evidence-500003']",sea record consists surface ships taking sea temperature measurements engine inlets buckets first automated technique determining sst accomplished measuring temperature water intake port large ships underway 1963 weather conditions sea taken ships buoys measure slightly different meteorological quantities sea surface temperature sst wave height wave period,SUPPORTS
claim-1991,united states leading nation world highest amount doubt conventional wisdom climate change,"['evidence-346869', 'evidence-866873', 'evidence-5251']",newsweek reports majority europe japan accept consensus scientific climate change one third americans considered human activity play major role climate change 2006 64% believed scientists disagreed lot number climate skeptics greater us country today climate change skepticism prominently seen united states media disproportionately features views climate change denial community,SUPPORTS
claim-717,scientists used think ice sheets could take millennia respond changing climates,"['evidence-709490', 'evidence-306587', 'evidence-1053862']",scientists knew past climate change ice ages concept climate unchanging useful development general theory determines climate ice sheet response time centuries seems probable cannot rule large changes decadal time-scales wide-scale surface melt underway conclusions summarized warming climate system unequivocal since 1950s many observed changes unprecedented decades millennia,SUPPORTS
claim-2377,“a leading canadian authority polar bears mitch taylor said ‘we’re seeing increase bears that’s really unprecedented places we’re seeing decrease population,"['evidence-271160', 'evidence-399226']",warnings future polar bear often contrasted fact worldwide population estimates increased past 50 years relatively stable today nunavut inuit reported increases bear sightings around human settlements recent years leading belief populations increasing,SUPPORTS
claim-184,never shown human emissions carbon dioxide drive global warming,['evidence-742898'],scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases,REFUTES
claim-284,figure traditionally cited suggests 97 per cent climate scientists agree global warming man-made also found flawed,"['evidence-1094467', 'evidence-742898', 'evidence-916755']",authors found 3974 abstracts expressed position anthropogenic global warming 97 1% endorsed consensus humans causing global warming scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases scientific consensus 2013[update] stated ipcc fifth assessment report extremely likely human influence dominant cause observed warming since mid-20th century,REFUTES
claim-2438,greenhouse gases main contributor warming since 1970,"['evidence-742898', 'evidence-94670', 'evidence-510852']",scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases industrial revolution naturally occurring amounts greenhouse gases caused air near surface warmer 33 °c 59 °f would absence human-caused increases greenhouse gases responsible observed global average surface warming roughly 0 8 °c 1 5 °f past 140 years,SUPPORTS
claim-1462,extent thickness arctic sea ice declined rapidly last several decades,"['evidence-1159446', 'evidence-430520', 'evidence-564679', 'evidence-79261', 'evidence-251169']",mean extent ice decreasing since 1980 average winter value 15 600 000 km2 6 023 200 sq mi rate 3% per decade september minimum ice extent trend 1979–2011 declined 12 0% per decade 32 years observation satellites show arctic sea ice area extent volume decline decades amount multi-year sea ice arctic declined considerably recent decades 2018 study thickness sea ice found decrease 66% 2 0 last six decades shift permanent ice largely seasonal ice cover,SUPPORTS
claim-1615,climate change increasing extreme weather damage costs,"['evidence-999137', 'evidence-391922', 'evidence-110432', 'evidence-566907']",many analyses stern review presented british government predicted reductions several percent world gross domestic product due climate related costs dealing increased extreme weather events stresses low-lying areas due sea level rises global losses reveal rapidly rising costs due extreme weather-related events since 1970s global warming boosts probability extreme weather events like heat waves far boosts moderate events impacts [of climate change] likely increase due increased frequencies intensities extreme weather events,REFUTES
claim-863,warmer planet gets ozone forms mid-century americans likely suffer 70 percent increase unhealthy ozone smog national center atmospheric research projected,"['evidence-28478', 'evidence-185700', 'evidence-707387', 'evidence-520144', 'evidence-1049515']",climate model projections summarized report indicated 21st century global surface temperature likely rise 0 3 1 7 °c 0 5 3 1 °f moderate scenario much 2 6 4 8 °c 4 7 8 6 °f extreme scenario depending rate future greenhouse gas emissions climate feedback effects far ozone depletion locations typically percent noted direct evidence health damage available latitudes reductions 70 percent ozone column observed austral southern hemispheric spring antarctica first reported 1985 farman et al stratospheric cooling also predicted increases greenhouse gases co 2 cfcs however ozone-induced cooling appears dominant according report city experienced significant reduction high ozone days since 2001—from nearly 50 days per year fewer 10—along fewer days high particle pollution since 2000—from 19 days per year 3—and approximate 30% reduction annual levels particle pollution since 2000,NOT_ENOUGH_INFO
claim-687,heat buildup ocean taken account global temperatures rising relentlessly,['evidence-573620'],although common measure global warming increase near-surface atmospheric temperature 90% additional energy stored climate system last 50 years warmed ocean water,SUPPORTS
claim-1245,still million square kilometres ice arctic summer,"['evidence-505127', 'evidence-181259']",partly covered sea ice throughout year almost completely winter arctic area ocean covered sea ice increases winter minimum september maximum march sometimes february melting summer,DISPUTED
claim-1645,cosmic rays show trend last 30 years little impact recent global warming,"['evidence-742898', 'evidence-510852', 'evidence-979414']",scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases human-caused increases greenhouse gases responsible observed global average surface warming roughly 0 8 °c 1 5 °f past 140 years estimated residual effects prolonged high solar activity last 30 years account 16% 36% warming 1950 1999,DISPUTED
claim-1411,“even could calculate sort meaningful global temperature statistic figure would unimportant,"['evidence-1012484', 'evidence-638785', 'evidence-812817', 'evidence-211360', 'evidence-497487']",cities responsible substantial portion emissions responsible global warming primary utility improved accuracy provide geographical gravitational data inertial guidance systems ballistic missiles surface earth measurements made mathematically modeling taking irregularities account would extremely complicated latter particularly important optical instruments containing gravity-reference leveling devices commonly used make geodetic measurements however accurate figure needed measuring distances areas scale beyond purely local,NOT_ENOUGH_INFO
claim-668,using satellite data rather tide-gauge data normally used measure sea levels allows precise estimates global sea level since provides measurements open ocean,"['evidence-795088', 'evidence-683214']",laser radar altimeters satellites provided wide range data tide gauges measure relative sea level whilst satellites also measure absolute sea level changes,SUPPORTS
claim-1372,strong el niño continued 2016 raising possibility year yet set global temperature record,"['evidence-646402', 'evidence-116884', 'evidence-1088556', 'evidence-508793', 'evidence-900331']",august noaa cpc predicted 2015 el niño could among strongest historical record dating back 1950 event subsequently started weaken sea surface temperature anomalies across equatorial pacific decreasing predictions possible la niña event taking place 2016 started made consistent schmidt comment nasa noaa announcement stated globally-averaged temperatures 2016 1 78 degrees fahrenheit 0 99 degrees celsius warmer mid-20th century mean impact el niño warming estimated increased annual global temperature anomaly 2016 0 2 degrees fahrenheit 0 12 degrees celsius long-term trend main cause record warmth 2015 2016 surpassing previous years—even ones strong el niño events despite one strongest el nino ever recorded pacific ocean largely positive north atlantic oscillation prevailed europe winter 2015-2016,SUPPORTS
claim-2487,el nino southern oscillation shows close correlation global temperatures short term,['evidence-398548'],studies historical data show recent el niño variation likely linked global warming,SUPPORTS
claim-1700,methane plays minor role global warming could get much worse permafrost starts melt,"['evidence-289731', 'evidence-1067341', 'evidence-779263', 'evidence-1036445', 'evidence-338032']",methane release melting permafrost could trigger dangerous global warming rising global temperatures amount permafrost melting releasing methane continues increase arctic amplification also causes methane released permafrost melts expected surpass land use changes second strongest anthropogenic source greenhouse gases end century thought permafrost thawing could exacerbate global warming releasing methane hydrocarbons powerful greenhouse gases consequence thawing soil may weaker release methane contributes increased rate global warming part feedback loop,SUPPORTS
claim-2200,petition project features 31 000 scientists signing petition stating convincing scientific evidence human release carbon dioxide forseeable future cause catastrophic heating earth atmosphere,['evidence-1177431'],convincing scientific evidence human release carbon dioxide methane greenhouse gases causing foreseeable future cause catastrophic heating earth atmosphere disruption earth climate,SUPPORTS
claim-356,requires us work towards avoiding catastrophic possibilities rather looking probabilities learning mistakes option comes existential risks,"['evidence-613440', 'evidence-988702']",nick bostrom argues would misguided assume probability near-term extinction less 25% tall order human race get precautions sufficiently right first time given existential risk provides opportunity learn failure principle states ought retard development dangerous technologies particularly ones raise level existential risk accelerate development beneficial technologies particularly protect existential risks posed nature technologies,SUPPORTS
claim-2920,global warming data apparently cooked u government-funded body shows astounding temperature fraud increases averaging 10 15 degrees fahrenheit,['evidence-600294'],projected increase 4 05 degrees fahrenheit average temperature expected 2065 projected increase 9 37 degrees fahrenheit average temperature expected turn century nothing done curb emissions,REFUTES
claim-1655,ancient natural cycles irrelevant attributing recent global warming humans,"['evidence-809426', 'evidence-1117137', 'evidence-896442', 'evidence-742898']",anthropogenic climate change caused human activity opposed changes climate may resulted part earth natural processes scientific consensus linking human activities global warming due industrial carbon dioxide emissions effects climate change human systems mostly due warming shifts precipitation detected worldwide scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases,DISPUTED
claim-5,sun gone ‘lockdown’ could cause freezing weather earthquakes famine say scientists,"['evidence-924788', 'evidence-339940', 'evidence-125285']",current consensus scientific community aerosols dust released upper atmosphere causes cooler temperatures preventing sun energy reaching ground little ice age caused crop failures famines europe persistently cold wet weather caused great hardship primarily responsible great famine 1315–1317 strongly contributed weakened immunity malnutrition leading black death 1348–1350,SUPPORTS
claim-2455,co2 levels higher past solar levels also lower,"['evidence-1167485', 'evidence-111473', 'evidence-441126', 'evidence-247672']",less direct geological evidence indicates co2 values high millions years example mole fraction carbon dioxide increased 280 ppm 415 ppm 120 ppm modern pre-industrial levels measured atmospheric concentrations carbon dioxide currently 100 ppm higher pre-industrial levels times paleoclimate carbon dioxide levels two three times greater today,DISPUTED
claim-2409,less energy escaping space carbon dioxide co2 acts like blanket adding co2 makes blanket thicker humans adding co2 time,"['evidence-985452', 'evidence-368192', 'evidence-752115']",increased radiative forcing due increased co2 earth atmosphere based physical properties co2 non-saturated absorption windows co2 absorbs outgoing long-wave energy increases atmospheric concentrations co 2 long-lived greenhouse gases methane nitrous oxide ozone correspondingly strengthened absorption emission infrared radiation causing rise average global temperature since mid-20th century reason human activities adding co2 atmosphere faster natural processes remove see carbon dioxide earth atmosphere complete explanation,SUPPORTS
claim-18,it’s pollutant threatens human civilization,"['evidence-743065', 'evidence-802793']",air pollutant material air adverse effects humans ecosystem report warned pollution crisis exceeding envelope amount pollution earth carry “threatens continuing survival human societies”,REFUTES
claim-76,burping cows damaging climate cars planet,"['evidence-490429', 'evidence-496803', 'evidence-802224', 'evidence-563063', 'evidence-846966']",many citizens countries like united states canada drive personal cars often see well half climate change impact stemming emissions produced cars richer people emissions tend associated things eating beef cars frequent flying home heating environmentally related taxes implications greenhouse gas emissions oecd countries levied energy products motor vehicles rather co2 emissions directly moon may dramatically affected development life moderating planet climate changing sun role solar nuclear evolution magnetic activity earth atmosphere climate,NOT_ENOUGH_INFO
claim-1599,cern cloud experiment proved cosmic rays causing global warming,"['evidence-83579', 'evidence-90274', 'evidence-742898', 'evidence-442401', 'evidence-152327']",danish physicist henrik svensmark controversially argued solar variation modulates cosmic ray flux earth would consequently affect rate cloud formation hence indirect cause global warming sun shifts may cause global warming scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases known theory effects cosmic rays cloud formation indirect cause global warming cosmic rays blamed global warming,DISPUTED
claim-1517,observations throughout world make clear climate change occurring rigorous scientific research demonstrates greenhouse gases emitted human activities primary driver,"['evidence-742898', 'evidence-1187937', 'evidence-647814', 'evidence-235245', 'evidence-130760']",scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases scientists determined major factors causing current climate change greenhouse gases land use changes aerosols soot consensus based current evidence exists within global scientific community human activities main source climate change burning fossil fuels largely responsible driving change human activities primarily greenhouse gas emissions primary cause aibs position statements observations throughout world make clear climate change occurring rigorous scientific research demonstrates greenhouse gases emitted human activities primary driver,SUPPORTS
claim-2189,makes clear time around humans cause mainly co2 emissions,"['evidence-808385', 'evidence-742898', 'evidence-881808', 'evidence-235245']",pollutants emitted atmosphere human activity include carbon dioxide co 2 – role greenhouse gas described leading pollutant worst climate pollutant scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases introduction includes statement strong evidence warming earth last half-century caused largely human activity burning fossil fuels changes land use including agriculture deforestation human activities primarily greenhouse gas emissions primary cause,SUPPORTS
claim-203,lifetime correlation carbon dioxide emissions temperature,"['evidence-805335', 'evidence-742898', 'evidence-874681', 'evidence-493616']",sense ice core co2-temperature correlation remains appropriate demonstration influence co2 climate scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases co 2 ch 4 vary glacial interglacial phases concentrations gases correlate strongly temperature decades ago correctly predicted much earth temperature would rise due increasing atmospheric co2,REFUTES
claim-2666,far contradicting global warming record snowfall predicted climate models consistent expectation extreme precipitation events,"['evidence-139763', 'evidence-1151809', 'evidence-789848']",warming evident instrumental temperature record consistent wide range observations documented many independent scientific groups example continental regions frequency intensity heavy precipitation increased simultaneously capacity atmosphere carry precipitation increases temperature precipitation form snowfall increases global regional models climate change caused human activities emit greenhouse gases air expected affect frequency extreme weather events drought extreme temperatures flooding high winds severe storms,SUPPORTS
claim-2836,thanks rapid rebound recent months global sea ice levels equal seen 29 years ago year 1979 also drew close,"['evidence-1153359', 'evidence-443636', 'evidence-714132']",post-glacial rebound proceeds slowly melting ice sheet glacier currently occurring measurable amounts scandinavia great lakes region north america unusually rapid 4 1 cm/year present glacial isostatic rebound due recent ice mass losses amundsen sea embayment region antarctica coupled low regional mantle viscosity predicted provide modest stabilizing influence marine ice sheet instability west antarctica likely sufficient degree arrest thus global sea level fell glaciation,DISPUTED
claim-113,temperature rising nearly fast alarmist computer models predicted,['evidence-203145'],confidence model estimates higher climate variables e g temperature others e g precipitation,REFUTES
claim-990,many south florida’s drainage systems seawalls longer enough,"['evidence-468657', 'evidence-746316', 'evidence-378000', 'evidence-629479', 'evidence-1149479']",restoration complicated presence old seawalls groins piles rocks structures structural alternative involves constructing seawall revetment groyne breakwater heavy rains poor drainage areas flooded basements lawns streets flatwoods soils poorly drained many purposes unless drainage systems installed seawall sea wall form coastal defense constructed sea associated coastal processes impact directly upon landforms coast,NOT_ENOUGH_INFO
claim-710,marine ice cliff instability sea-level rise next century potentially much larger thought might five 10 years ago,"['evidence-318640', 'evidence-71166', 'evidence-117469', 'evidence-399273', 'evidence-636423']",21st century ipcc projects high emissions scenario sea level could rise 61–110 cm instance 2016 study led jim hansen concluded based past climate change data sea level rise could accelerate exponentially coming decades doubling time 10 20 40 years respectively raising ocean several meters 50 100 200 years according fourth 2017 national climate assessment nca united states likely sea level rise 30 130 cm 1 0–4 3 feet 2100 compared year 2000 instance mercer published study 1978 predicting anthropogenic carbon dioxide warming potential effects climate 21st century could cause sea level rise around 5 metres 16 ft melting west antarctic ice-sheet alone number later studies concluded global sea level rise 200 270 cm 6 6 8 9 ft century physically plausible,NOT_ENOUGH_INFO
claim-272,melting ice led global sea level rise around eight inches since reliable record keeping began 1880,"['evidence-906956', 'evidence-213585']",greenland ice sheet experienced record melting recent years since detailed records kept likely contribute substantially sea level rise well possible changes ocean circulation future sustained 1993 2018 thermal expansion oceans contributed 42% sea level rise melting temperate glaciers 21% greenland 15% antarctica 8%,SUPPORTS
claim-401,feb 7 several major newspapers carried stories declaration nasa noaa past five years warmest record,"['evidence-1087382', 'evidence-1088556', 'evidence-40563']",january 2017 several scientific agencies around world including nasa noaa united states met office united kingdom named 2016 warmest year recorded consistent schmidt comment nasa noaa announcement stated globally-averaged temperatures 2016 1 78 degrees fahrenheit 0 99 degrees celsius warmer mid-20th century mean impact el niño warming estimated increased annual global temperature anomaly 2016 0 2 degrees fahrenheit 0 12 degrees celsius even accounting presence internal climate variability recent years rank among warmest record,SUPPORTS
claim-1473,series just-released studies working-level scientists prove geological atmospheric forces responsible melting earth’s polar ice sheets,"['evidence-817308', 'evidence-169769', 'evidence-605242', 'evidence-163450', 'evidence-828120']",effects global warming arctic climate change arctic include rising air water temperatures loss sea ice melting greenland ice sheet related cold temperature anomaly observed since 1970s predicted produce changes melting glaciers ice sheets extreme temperature ranges significant changes weather global rise average sea levels ice age long period reduction temperature earth surface atmosphere resulting presence expansion continental polar ice sheets alpine glaciers consensus several factors important atmospheric composition concentrations carbon dioxide methane specific levels previously mentioned gases able seen new ice core samples epica dome c antarctica past 800 000 years changes earth orbit around sun known milankovitch cycles motion tectonic plates resulting changes relative location amount continental oceanic crust earth surface affect wind ocean currents variations solar output orbital dynamics earth–moon system impact relatively large meteorites volcanism including eruptions supervolcanoes potential major sea level rise depends mostly significant melting polar ice caps greenland antarctica vast majority glacial ice located,NOT_ENOUGH_INFO
claim-2600,grossly misled think tens thousands times much co2,"['evidence-208053', 'evidence-788947', 'evidence-560836', 'evidence-465614', 'evidence-662931']",modern era emissions atmosphere volcanoes approximately 0 645 billion tonnes co 2 per year whereas humans contribute 29 billion tonnes co 2 year carbon dioxide mole fractions atmosphere gone approximately 35 percent since 1900s rising 280 parts per million volume 387 parts per million 2009 2006 annual airborne fraction co 2 0 45 total anthropogenic emissions end 2009 estimated 49 5 gigatonnes co 2-equivalent co2 atmosphere exceeded 415 parts per million first time human history,NOT_ENOUGH_INFO
claim-2710,[wind energy] expensive way producing energy alternative,"['evidence-1208472', 'evidence-878240', 'evidence-491364', 'evidence-55060', 'evidence-666596']",however u civilian nuclear power considerably expensive wind power modeling also shows even without carbon price efficient way reduce economy-wide emissions wind energy 14% cheaper new coal 18% cheaper new gas costs production coal fired plants built 1970s 1980s cheaper renewable energy sources depreciation wind power cheapest energy eu analysis finds renewable energy cheaper new fossil fuels australia,DISPUTED
claim-2613,co2 levels measured hundreds stations scattered across 66 countries report rising trend,"['evidence-571017', 'evidence-788947', 'evidence-441126']",measurements made many sites globally carbon dioxide mole fractions atmosphere gone approximately 35 percent since 1900s rising 280 parts per million volume 387 parts per million 2009 measured atmospheric concentrations carbon dioxide currently 100 ppm higher pre-industrial levels,SUPPORTS
claim-2081,heat waves decreasing since 1930s u globally,"['evidence-482130', 'evidence-556258', 'evidence-1095071', 'evidence-667754']",famous heat wave events chicago 1995 european heat wave 2003 regions experience longer frequent intense heat waves latter 21st century june 2019 hottest month record worldwide effects especially prominent europe used estimate heat waves occurrence global scale 1901 2010 finding substantial sharp increase amount affected areas last two decades massive heat waves across north america persistent 1930s many mid-atlantic/ohio valley states recorded highest temperatures july 1934,REFUTES
claim-496,nine years 11-year hurricane drought nasa scientist computed 1-in-177-year event,"['evidence-126736', 'evidence-1130952', 'evidence-1062280', 'evidence-108475', 'evidence-957389']",statewide drought began november 2005 one month hurricane wilma passage state persisted 2009 nasa report published january 2013 hansen sato noted 5-year mean global temperature flat decade interpret combination natural variability slowdown growth rate net climate forcing following state fourth-worst drought century rains collected rivers streams causing record flooding 18 river gauges mostly affecting raritan passaic delaware basins drought unusual dryness soil caused levels rainfall significantly average prolonged period 2011 2014 california experienced driest period recorded history 100 million trees died drought creating areas dead dry wood,NOT_ENOUGH_INFO
claim-2263,confirm original hockey stick conclusion 20th century warmest last 1000 years warming dramatic 1920,"['evidence-975224', 'evidence-889933', 'evidence-400014']",wide variety temperature proxies together prove 20th century hottest recorded last 2 000 years multiple independently produced instrumental datasets confirm 2009–2018 decade 0 93 ± 0 07 °c warmer pre-industrial baseline 1850–1900 period 1983 2012 likely warmest 30-year period last 1400 years northern hemisphere assessment possible medium confidence,SUPPORTS
claim-920,emissions continue unchecked world allowed heat enough scientists doubt large parts antarctica melt sea,"['evidence-552239', 'evidence-368819']",ice melted sea levels would rise 60 200 ft continued carbon dioxide emissions fossil fuel sources could cause additional tens metres sea level rise next millennia available fossil fuel earth even enough ultimately melt entire antarctic ice sheet causing 58 190 ft sea level rise,SUPPORTS
claim-1430,seventeen 18 warmest years occurred since 2000,"['evidence-321452', 'evidence-259818', 'evidence-696783', 'evidence-452830', 'evidence-319975']",autumn 2006 warmest recorded history 2012[update] thirteen warmest years entire planet occurred since 1998 transcending 1880 summer early june mid september hot sunny july august average 23 °c 73 °f four warmest 7 years since 1889 occurred year 2000 2000 2001 2007 2008 2016 record meant 16 17 warmest years occurred since 2000 2017 third-hottest year record meant 17 last 18 warmest years occurred since 2000,NOT_ENOUGH_INFO
claim-2762,one decade business usual make impossible,"['evidence-267706', 'evidence-329375', 'evidence-22711', 'evidence-220207', 'evidence-39639']",hit $50 billion revenues first time last year – bad achievement decade half dc comics warner bros end decade historians generally agree roosevelt 12 years office dramatic increase power federal government whole roosevelt 12 years office economy 8 5% compound annual growth gdp highest growth rate history industrial country recovery slow 1939 gross domestic product gdp per adult still 27% trend growth new titles strong particularly past decade,NOT_ENOUGH_INFO
claim-1360,fact trend statistically significant downward ”,"['evidence-583193', 'evidence-1028598']",recent weekly data shows downward trend desktops gartner press release said apple continued downward trend decline 7 7 percent second quarter 2016 decline based absolute number units underestimates relative decline market increasing along misleading 1 7 percent [point] decline,SUPPORTS
claim-1910,takes much energy make solar panel likely generates entire life,"['evidence-787741', 'evidence-81906', 'evidence-836594', 'evidence-1017216', 'evidence-758163']",photovoltaic solar panels absorb sunlight source energy generate direct current electricity even though installations might produce maximum possible total energy power output would likely consistent throughout day possibly larger peak demand photovoltaic modules use light energy photons sun generate electricity photovoltaic effect normally solar arrays rovers able generate 700 watt-hours 2 500 kj energy per martian day solar arrays generate 140 watts four hours per martian day sol rechargeable lithium ion batteries store energy use night,NOT_ENOUGH_INFO
claim-1622,postma disproved greenhouse effect,"['evidence-937403', 'evidence-961774', 'evidence-923549', 'evidence-806019', 'evidence-877444']",one reason difference two values due greenhouse effect increases average temperature earth surface simultaneously clouds enhance greenhouse effect warming planet demonstrated experimentally r w wood 1909 heated greenhouse cover rock salt transparent infrared heats enclosure similarly one glass cover consensus theory scientific community resulting greenhouse effect principal cause increase global warming occurred period chief contributor accelerated melting remaining glaciers polar ice ice age continues reduction weathering causes increase greenhouse effect,NOT_ENOUGH_INFO
claim-220,hurricane harvey gave houston surrounding region $125 billion lesson costs misjudging potential floods,"['evidence-413557', 'evidence-417923', 'evidence-907165', 'evidence-1208019', 'evidence-675697']",hurricane harvey year costliest u disaster $125 billion damages damage houston area estimated $125 billion u dollars considered one worst natural disasters history united states death toll exceeding 70 people tied 2005 hurricane katrina costliest tropical cyclone record inflicting $125 billion 2017 usd damage primarily catastrophic rainfall-triggered flooding houston metropolitan area southeast texas preliminary reporting national oceanic atmospheric administration set concrete total $125 billion making harvey 2nd costliest tropical cyclone record behind hurricane katrina 2017 costs $161 billion adjusting inflation national oceanic atmospheric administration estimated total damage $125 billion 90% confidence interval $90–160 billion,SUPPORTS
claim-914,clean power plan major component fulfilling agreement would spike energy costs working middle-class texans 16% 2030 according economic reliability council texas,"['evidence-670866', 'evidence-811877']",increased efficiency reliability smart grid expected save consumers money help reduce co 2 emissions esb national grid ireland electric utility 2004 study concluded meet renewable energy targets set eu 2001 would increase electricity generation costs modest 15% impact wind power generation ireland operation conventional plant economic implications pdf,DISPUTED
claim-800,report published journal nature geoscience september 18 acknowledges models warming trends failed predict ‘slowdown’ warming post-2000 resulting less pronounced warming predicted thus room co2 ‘emissions budget’ coming decades,"['evidence-1095868', 'evidence-216542', 'evidence-1126886', 'evidence-934400', 'evidence-1197833']",subsequently detailed study supports conclusion warming continuing also find less warming 2001 2010 climate models predicted slowdown might attributed short-term variations pacific decadal oscillation pdo negative period month formal ar5 publication leaked draft report noted models generally reproduce observed reduction surface warming trend last 10–15 years lacked clear explanations attracted wide media coverage used ipcc definition supposed hiatus slowdown rate temperature increase 1998 2012 compared rate 1951 2012 found support idea hiatus slowdown 2017 united states-published national climate assessment notes climate models may still underestimating missing relevant feedback processes judge global mean surface air temperature increased 0 3 0 6 °c last 100 years broadly consistent prediction climate models also magnitude natural climate variability,NOT_ENOUGH_INFO
claim-2359,therefore human emissions upset natural balance rising co2 levels seen least 800 000 years,"['evidence-916975', 'evidence-131765']",human activities caused co 2 increase levels seen hundreds thousands years levels much higher time last 800 000 years period reliable data collected ice cores,SUPPORTS
claim-554,heaviest precipitation events become frequent extreme,"['evidence-490062', 'evidence-211687']",almost india flood-prone extreme precipitation events flash floods torrential rains become increasingly common central india past several decades coinciding rising temperatures global measured extremes temperature precipitation,SUPPORTS
claim-1987,obama administration proposing mine another 10 billion tons wyoming coal would unleash three times carbon pollution obama clean power plan would even save 2030,"['evidence-310175', 'evidence-753767', 'evidence-1177181', 'evidence-19522', 'evidence-1185776']",final version plan aims reduce carbon dioxide emissions electrical power generation 32 percent 2030 relative 2005 levels epa estimates clean power plan reduce pollutants contribute smog soot 25 percent reduction lead net climate health benefits estimated $25 billion $45 billion per year 2030 epa projects plan save average american family $85 per year energy bills 2030 save enough energy power 30 million homes save consumers $155 billion 2020–2030 plan would create 30 percent renewable energy generation 2030 help lower costs renewable energy obama administration designed plan lower carbon dioxide emitted power generators,NOT_ENOUGH_INFO
claim-2694,independent climate change email review investigated cru scientists actions relating peer review,"['evidence-961541', 'evidence-347965', 'evidence-1167663']",scientific integrity demands robust independent peer review however aaas therefore emphasised investigations appropriate whenever significant questions raised regarding transparency rigour scientific method peer-review process responsibility individual scientists report issued 18 february 2011 cleared researchers find evidence noaa inappropriately manipulated data failed adhere appropriate peer review procedures review would also scrutinise cru policies practices acquiring assembling subjecting peer review disseminating data research findings compliance otherwise best scientific practice,SUPPORTS
claim-2571,error incorrect citation failing mention peer-reviewed papers data came,"['evidence-258025', 'evidence-306935', 'evidence-1133717', 'evidence-285250', 'evidence-75077']",released beta november 2004 google scholar index includes peer-reviewed online academic journals books conference papers theses dissertations preprints abstracts technical reports scholarly literature including court opinions patents stated mbh given full data descriptions methods evidence ipcc tar recent temperatures likely warmest 1 000 years variety independent lines evidence summarized number peer-reviewed publications cited support authors may refer non-peer-reviewed sources grey literature provided sufficient quality academic publishing retraction statement published academic journal stating peer-reviewed article previously published journal considered invalid source knowledge scientific journals contain articles peer reviewed attempt ensure articles meet journal standards quality scientific validity,NOT_ENOUGH_INFO
claim-2260,current debate connection co2 emissions climate change largely overlooked independent equally serious problem increasing acidity oceans,"['evidence-923136', 'evidence-1082891', 'evidence-566962']",concentration carbon dioxide increases atmosphere increased uptake carbon dioxide oceans causing measurable decrease ph oceans referred ocean acidification also intergovernmental panel climate change ipcc writes climate change 2007 synthesis report uptake anthropogenic carbon since 1750 led ocean becoming acidic average decrease ph 0 1 units cause elevation ocean alkalinity leading enhancement ocean reservoir co 2 implications climate change co 2 leaves atmosphere ocean,SUPPORTS
claim-35,ice berg melts ocean level remains,"['evidence-253432', 'evidence-380007']",melting floating ice raises ocean level pdf melting floating ice raises ocean level,REFUTES
claim-2402,although important beneficial effects co2 meets legal encyclopedic definitions pollutant human co2 emissions pose threat public health welfare,"['evidence-1019762', 'evidence-892616', 'evidence-184128', 'evidence-297716']",april 17 2009 environmental protection agency epa formally announced found greenhouse gas ghg poses threat public health environment epa 2009a although natural absorption co 2 world oceans helps mitigate climatic effects anthropogenic emissions co 2 believed resulting decrease ph negative consequences primarily oceanic calcifying organisms anticipated continuing changes climate serious negative impacts public animal ecosystem health due extreme weather events changing disease transmission dynamics emerging re-emerging diseases alterations habitat ecological systems essential wildlife conservation american public health association policy statement addressing urgent threat global climate change public health environment 2007 archived original 2009-12-31 long-term threat global climate change global health extremely serious fourth ipcc report scientific literature demonstrate convincingly anthropogenic ghg emissions primarily responsible threat… us policy makers immediately take necessary steps reduce us emissions ghgs including carbon dioxide avert dangerous climate change,SUPPORTS
