claim_id,claim_text,evidence_ids,evidence_text
claim-2643,decline refers decline northern tree-rings global temperature openly discussed papers ipcc reports,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1775,venus likely underwent runaway ‘moist’ greenhouse phase earlier history today kept hot dense co2 atmosphere,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-383968', 'evidence-126737', 'evidence-35625', 'evidence-210566', 'evidence-262618', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'extinction risk global warming risk species becoming extinct due effects global warming', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-316,models predicted seven times much warming observed,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-896,according exposure particulate matter increases risk acute lower respiratory infection chronic obstructive pulmonary disease heart disease stroke lung cancer,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-210566', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-331,serial adjustment tended make early years colder increases warming trend,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2574,world scale coral reefs decline,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-342,members media may nod along claims [about changes weather extremes] evidence paints different story,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2034,latest ipcc reports ar5 shown global mean temperature forecasts 2005 ipcc report exceeded actual readings,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-578,‘if nothing reduce greenhouse gas emissions kind extreme heat saw past summer norm young son grown man ’,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-210566', 'evidence-262618', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-976,gas builds soil forming mounds called ‘pingoes ’,"['evidence-430265', 'evidence-1150493', 'evidence-540292', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming contributes 0 6°c', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-1097,“[…]the impact calcification metabolism growth fertility survival calcifying marine species ph lowered 0 3 units […] beneficial damaging,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-210566', 'evidence-262618', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-609,that’s antarctica’s mass shrinks ice sheet’s gravitational pull ocean relaxes somewhat seas travel back across globe pile far away — u coasts one prime destination ”,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-383968', 'evidence-126737', 'evidence-35625', 'evidence-210566', 'evidence-262618', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'extinction risk global warming risk species becoming extinct due effects global warming', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-173,[carbon emissions] could see carbon black,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-1222,melting greenland ice sheet already major contributor rising sea level eventually lost entirely oceans would rise six metres around world flooding many world’s largest cities,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-430265', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'stated warming mars evidence global warming earth caused changes sun', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2441,furthermore physically incorrect state planet simply recovering little ice age,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-756,australia’s signed suicide note [with paris accord] yet didn’t seem notice china india indonesia us commit reducing large carbon dioxide emissions,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2577,three recent articles give us reason question alarmists’ claims coral reefs deep trouble due buildup greenhouse gases world climate report,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-210566', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2890,heat continuing build subsurface ocean,"['evidence-430265', 'evidence-1150493', 'evidence-1077625', 'evidence-747315', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987', 'evidence-1076603']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'total warming greenland', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'case conclusions earth system warming much warming likely due human activities']"
claim-2478,kerr 2007 points sunlight-reflecting haze cools much planet seems thinned past decade,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2399,greenhouse effect natural occurence much warming severe negative impacts agriculture health environment,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-3091,global warming history completely coincides history artificial satellites use microwave frequencies outer space,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-141,greenpeace didn’t save whales switching whale oil petroleum palm oil,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1933,newt gingrich teamed nancy pelosi al gore global warming,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1689,evidence building net cloud feedback likely positive unlikely strongly negative,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
